rxnid	ecnum	substrates	products
739794	2.4.1.58	64855 602 31532 	4 133428 559 
739799	4.4.1.1	86953 13 	149777 217 4218 
739907		4 692308 	21 13 692309 
739911		126992 4 184 	245 692310 
739964	3.1.1.80	692350 13 	4 692351 53 
740005	2.7.7.75	4 7 44552 	692378 10 
740164	4.4.1.11	13 127 	4 4217 217 4218 
740173		1275 13 	4 174045 
740208	3.5.1.1	158702 13 	33848 217 
740295		4 184 75 523416 	226951 21 245 13 
740308		1015 396234 	3166 13391 
740487		273887 	186 1055 
740526	5.2.1.-	216760 	197132 
740662	4.1.1.46	13137 4 	1010 21 
740721	1.3.3.8	4 74887 75 	330183 121 
740866	1.16.3.-	4 15064 75 	287641 13 
740895		116117 	4 13 138940 
740967	5.5.1.-	184829 	692963 
740976	2.1.1.28	30704 687 	4 2861 157085 
740980		513468 	692969 
741025	1.2.1.27	245 172 13 378680 	3569 4 184 249 
741063	4.3.1.3	10489 	19156 120 
741080		364843 	28926 
741105	3.6.5.1	216819 13 	115 155477 
741113	2.3.1.84	8514 186 	101316 172 
741126	3.8.1.5	102485 13 	2016 4 765 
741154		384549 7 13 	384549 115 45 
741263	1.14.13.49	4 8774 233 75 	138864 13 286 
741276	1.1.1.34	2386 2050 5401 	2386 4 52861 
741381	1.14.13.-	4 184 693216 75 	245 693217 13 
741406		3255 7 	9 693235 10 
741580	1.14.13.81	4 172138 233 75 	250104 13 286 
741601	1.1.1.49	460 286 	4 233 9693 
741623	4.2.1.12	9694 	112074 13 
741677		245 8540 13 	8541 1054 
741902	1.3.99.3	1175 25391 	2546 249 
741929	2.7.1.165	45297 5765 	4 645 5769 
741933	4.2.3.29	276531 	121737 10 
742088		23704 13 	217 105295 
742105		1561 155 	170 
742151		101797 4 	21 101798 
742170	3.1.3.6	114470 13 	115 9036 
742218	1.13.11.33	75 29387 	18202 
742461	3.1.3.25	134964 13 	16160 115 
742465		259 650901 	4 693924 
742528	3.2.1.1	8016 13 	736 3092 155 
742605	1.1.1.335	88003 245 	4 39095 184 
742675	2.1.1.291	0 114256 	4 5 414385 
742702	3.6.3.4	7 13 21070 	115 45 21070 
742741	2.4.1.17	125988 557 	4 559 694085 
742781	2.4.1.-	602 39997 	4 378722 559 
742792	2.3.1.46	2048 2047 	2049 172 
742934	1.13.11.18	75 3516 13 	4 886 
743065	2.7.1.24	487863 7 	4 172 45 
743146		823 	2365 
743335	1.14.14.1	4 233 75 5500 	53830 13 286 
743473	1.14.11.-	419302 75 382 	21 694573 72 
743489	3.6.1.2	85608 13 	4 14996 
743527	1.1.1.330	286 686773 	4 233 255422 
743599	2.5.1.-	318325 95289 	694659 
743616	1.1.1.158	26518 1594 	150627 4 1591 
743619	5.3.1.28	2634 	263321 
743669	1.1.1.35	245 383195 	4 184 129883 
743672	2.7.8.25	487863 4 7 	505815 282 
743685	4.2.1.11	3672 	1561 13 
743731		66299 	367700 10 
743732		13137 726 55 7 	4 9 10 443914 13 
743749	2.6.1.7	44205 382 	116117 342 
743873	2.6.1.4	55 382 	419 342 
743941	2.7.1.27	7 42169 	4 549028 45 
744023	2.5.1.-	1042 57059 	384290 10 
744048	4.1.1.63	1152 4 	1010 21 
744066	6.3.4.2	2534 7 1804 13 	115 131 342 45 
744076	2.7.1.69	464 	467 
744123	2.7.7.4	784 7 	10 170956 
744145	2.7.1.71	7 181865 	207888 4 45 
744180	2.4.1.-	602 144060 	695018 4 559 
744211	2.1.1.-	0 596912 	622729 4 5 
744229	3.5.2.3	12611 13 	4 12612 
744310	3.5.4.16	5290 13 	849 84013 
744354	1.11.1.6	121 	75 13 
744435	4.1.2.25	239898 	7056 35069 
744444	6.3.2.2	342 7 33708 	115 37924 4 45 
744635	3.5.1.-	43921 13 	53 9642 
744650	1.13.11.19	12994 75 	165328 4 
744655	3.5.4.5	289517 13 	217 28827 
744674		4 281240 	4 281240 
744720	5.1.3.23	420914 	669946 
744817	1.1.1.23	21605 245 	4 184 202109 
745046	2.7.4.6	7 476 	5290 45 
745085	2.4.1.301	26144 267224 	4 97732 559 
745397	3.1.6.2	256874 13 	784 4 17583 
745434	4.3.1.1	7626 	85 217 
745442	4.4.1.1	1157 	4 217 4218 
745543	2.4.2.-	4 147113 28045 	115 30820 
745605	4.2.1.12	3662 	85012 13 
745609	1.2.1.-	245 11479 13 	46531 4 184 
745640	2.2.1.4	15829 23048 6474 	416 356859 
745661	1.1.1.283	533267 286 	4 233 533266 
745737	6.1.1.18	72883 4 5765 	10 13358 
745786	2.4.1.-	396528 31532 	76515 396529 
745799		4 36438 	21 40221 
745820	6.1.1.20	5120 54839 	5121 10 
745844	1.14.18.1	14599 8810 75 	215398 8810 13 
745850		696064 	696065 
746000	5.4.2.7	1379 	15829 
746030	1.7.3.3	4774 75 13 	126114 121 
746059		1770 	48333 
746072	1.14.13.200	4 233 75 617958 	13 286 663509 
746152	3.6.1.3	5120 13 	115 20441 
746211		203078 	367862 
746285	3.2.1.193	13 280283 	231009 50883 50884 734 
746292	2.4.1.-	105521 81486 	15928 81487 
746298	2.3.1.-	371832 1022 	172 371832 
746374	2.6.1.50	454 91574 	452 137373 
746404	1.1.1.373	696394 245 	696395 4 184 
746575	1.2.1.-	135 13 286 	4 72 233 
746578		13 27919 	21 398361 
746580	1.14.13.-	4 110567 233 75 	150155 13 286 
746600	1.14.13.-	20978 4 233 75 	146785 13 286 
746713	3.5.1.-	300 13 	53 417699 
746720		33730 	214841 
746727	3.6.1.-	84013 13 	148129 4 10 
746807	3.1.2.4	173460 13 375194 	141920 4 44439 172 
746944	1.2.3.1	416 75 13 	4 53 121 
747085	1.1.1.133	2386 2909 	2386 4 107643 
747114	1.-.-.-	75 538997 	132456 
747187	1.14.21.1	124226 4 233 75 	124227 13 286 
747196	6.1.1.6	4 34742 7 	9 10 
747299	2.7.1.52	1863 7 	80917 4 45 
747406	1.1.1.14	464 245 	1054 
747411	2.6.1.82	26708 382 	342 108363 
747437	2.1.1.14	8599 32458 	193346 32459 
747479	1.1.1.75	245 232357 	4 40221 1054 
747493	3.5.2.9	177 7 13 	115 4 342 45 
747499	6.2.1.13	2050 5765 53 	3296 115 5769 
747503	4.2.1.17	137172 13 	307290 
747586	2.7.1.12	5765 17599 	4 5769 3662 
747741		6771 697199 	4 604478 10 
747906	2.4.2.9	1446 10 	21635 325 
747933		7 13 67004 	115 45 67004 
747975	4.1.3.27	454 64283 	4 7157 342 170 
748024		142226 13 	606992 734 
748045	1.1.1.250	245 11994 	65330 4 1054 
748073	2.3.1.-	2642 186 	347374 172 
748144		3121 13 	115 222330 
748156		7 697479 	40514 4 45 
748217	3.1.1.25	169185 13 	4 53629 
748251	4.4.1.5	45497 	1015 17801 
748405	2.5.1.-	4 391120 125099 	21 10 141405 
748406	5.5.1.1	22357 	4 152695 
748431	3.2.2.4	9 13 	194963 282 
748438		0 195160 	4 5 195161 
748591	6.1.1.10	47442 5765 	10 13358 
748625	1.1.1.6	1426 245 	4 1077 184 
748666	5.4.3.8	86168 	74261 
748769	6.3.2.-	6020 7157 7 	115 4 31352 45 
748782	2.4.-.-	366641 17263 	4 45 10478 
748806	2.6.1.-	384543 382 	342 374690 
748831		587753 	4 170 765 
748898	4.1.1.4	4 71 	21 5500 
748950		136330 75 	38771 4 211887 
748977	1.13.11.37	75 28557 	4 315 
749053	1.1.1.5	2593 1054 	245 23048 
749112	1.5.99.-	28097 2546 4 13 	698083 109963 282 
749215		31712 7 25705 	171457 4 9 10 
749244		2049 1194 	4 72 20015 
749299	2.5.1.86	66 30 	10 17903 
749316	2.1.2.1	53138 4 2728 	897 55 13 
749333		115736 	115736 
749351		631195 271 	698218 
749394	3.1.2.4	173460 13 	141920 4 172 
749562	5.1.1.4	14300 	14300 
749578	1.1.1.-	698354 286 	4 60632 233 
749637	2.4.1.253	111383 557 	4 111384 559 
749713	6.3.5.4	45761 72883 5765 13 	4 72884 10 53005 13358 
749832	2.5.1.-	4274 30 	279284 10 
749838	2.1.1.-	0 66096 	34914 4 5 
749878	2.1.1.-	0 386746 	4 5 162013 
749934	1.3.99.-	1591 544960 	495117 1594 
750004	1.14.13.cs	4 233 16379 75 	13 655783 286 
750005	1.1.1.207	176567 286 	178258 4 233 
750194	1.3.1.-	525337 286 	4 698716 233 
750350	3.5.1.24	119552 13 	26151 55 
750409	5.5.1.-	4 698828 765 	357077 
750424		322855 4 233 75 	104807 13 286 
750450	2.4.1.17	557 81055 	698846 559 
750453	5.3.3.-	465278 	559291 
750601	4.2.1.-	17801 13 	752 4 
750803		317157 4 233 75 	339439 13 286 
750819	2.4.2.17	74146 10 	21635 7 
750854	2.4.1.269	2274 645 	673 4 476 
750886	3.6.3.17	72289 7 13 	72289 115 45 
750894	2.1.1.12	0 193346 	5 503274 
750949	2.6.1.2	20041 382 	5767 170 
750981		1863 	1863 
751098	3.6.3.12	7 148858 13 	115 148858 45 
751115	1.14.13.-	4 34984 184 75 	87890 245 13 
751230		104808 233 75 	849 278511 13 286 
751257	2.7.1.91	7 33672 	4 45 429625 
751320	3.2.1.20	6801 13 	100 155 
751375	4.1.2.13	1834 	9683 211 
751475	1.14.11.37	97732 75 382 	21 120 72 148443 
751515	6.3.4.5	4736 7 51401 	4 9 10 51402 
751585	1.1.1.65	43436 286 	4 41081 233 
751636		407238 	699542 13 
751701		355892 4 184 	245 42152 
751775	1.13.11.2	1010 75 	4 8540 
751842		1194 3166 	1015 66006 
751931	3.5.1.84	240959 13 	4 46677 217 
751934		376788 7 	4 96844 45 
751979	2.7.7.44	4 74277 1804 	10 557 
752020	4.2.3.12	4 333760 	14996 208501 
752116	4.2.1.9	19707 	33001 13 
752179	4.4.1.5	1225 	1015 17801 
752234		53138 	53138 
752249		849 28926 	849 28926 
752291	2.7.8.26	10350 83310 	10352 9826 
752298	3.7.1.17	13 699941 	668827 4 469324 
752399	1.1.1.14	245 298985 	224 1054 
752504	2.1.2.11	337 13 53277 	67252 23647 
752577	1.1.1.28	752 245 	4 170 1054 
752587		15539 245 13 	4 184 115449 
752632	1.14.13.39	563 233 75 	10050 22086 286 
752702	1.1.1.255	245 93 	4 184 2601 
752705		427017 	700164 
752726		12536 	12536 
752738	1.1.1.250	245 11994 	65330 184 
752756	1.1.1.44	8309 3662 	21 1054 3663 
752775		629325 186 	700207 172 
752783	5.5.1.4	2001 	134964 
752798	6.3.1.2	342 7 217 	115 4 2534 45 
752825		345 	345 
752837	1.14.11.-	291522 75 382 	4 21 72 275384 13 
752875		43436 	43436 
752900	4.2.1.136	45 391019 	115 4 9 233 
752905	2.1.1.-	36560 47443 	36561 4 42501 
752908	2.3.1.238	40202 	700298 
752968	2.7.1.-	133428 7 	4 86842 45 
753108	3.5.4.4	59569 13 	59569 217 
753195	2.6.1.16	16020 454 	197872 342 
753200	3.6.1.-	80916 13 	115 4 101596 
753206		456912 	474241 
753216		13 589333 	342 162280 
753266	2.2.1.-	4 700498 170 	21 700499 
753303	1.21.4.1	2481 9373 	434295 14300 
753313	3.5.3.3	700525 13 	3005 13613 
753325		57615 	700529 
753326	4.1.1.48	4 99766 	21 233065 13 
753363	4.1.2.8	61456 	932 38859 
753412	3.3.2.8	922 13 	28096 
753434		220377 2047 	404759 72 
753567	1.1.1.1	4564 1054 	245 256329 
753810	2.7.4.6	5765 5769 	4 5765 5769 
753847		1811 5924 	1811 5924 
753911	4.2.1.17	13 1358 	307290 
753929	1.14.13.-	621099 4 233 75 	700879 13 286 
753998	1.14.13.99	4 700911 233 75 	700912 13 286 
754066	1.1.1.61	6033 2386 	2386 4 135 
754072	6.1.1.12	4736 4 7 	9 10 
754117	2.7.1.-	7 9867 	4 45 10430 
754150	3.5.1.-	43921 13 	53 9642 
754151	3.1.1.1	3322 13 	4 4924 701013 
754228	3.2.1.126	84549 13 	48664 271 
754280	1.2.1.31	13 286 	8728 233 
754360	6.3.1.2	342 7 217 	115 2534 45 
754410	1.5.1.32	348795 286 	4 183382 233 
754500		29048 	29048 
754541	1.2.1.84	4 516224 233 	202424 172 286 
754579		0 16611 	5 58860 
754617		31712 1811 	31712 1811 
754631	2.3.1.-	261416 191917 	701274 271 
754649	1.21.3.3	114256 75 	4 81545 121 
754776	2.3.1.196	4810 1053 	288183 172 
754800	[4.1.2.55, 4.1.2.14]	85012 	932 170 
754812	2.6.1.9	29600 342 	73163 382 
754831		1811 122 	1811 122 
754845	1.1.1.90	245 1053 	4 184 1055 
754870	3.5.1.25	13 2365 1198 	516 53 
754930		0 67808 	94272 4 5 
754951	2.7.4.16	7 15257 	4 1069 45 
755110	3.1.2.23	701552 13 	2050 1694 
755163	2.6.1.-	342 7470 	586186 382 
755174	1.14.99.9	4 233 75 236 	65539 13 286 
755193	2.5.1.47	5964 3516 	53 33708 
755263	1.1.5.4	2546 4 693 	2544 696 
755285	6.1.1.19	563 4 7 	9 10 
755317	2.4.1.-	602 701671 	701672 4 559 
755390	1.1.1.1	245 48535 	4 184 96523 
755398	2.5.1.48	2049 33708 	4 72 86953 
755413	2.4.1.15	2001 31532 	76515 171399 
755427		4 80189 	4 80189 
755472		7 356233 	701770 4 9 10 
755485	2.6.1.11	74374 382 	122962 72884 
755533	2.7.4.6	30160 7 	45 30159 
755838	4.1.99.2	122 13 	4 217 6634 170 
755887		86981 4 	557442 
755937	3.1.2.20	186361 13 	92928 4 172 
755945		7616 122 286 	29640 233 
755986	1.14.12.14	225415 4 184 75 	38225 245 217 
756035	2.3.1.176	2050 702116 	8229 486624 
756130		245 702160 	4 184 702161 
756173	6.2.1.17	7 19755 172 	8229 9 10 
756229	5.1.3.-	2274 	524299 
756249	5.3.1.-	42541 	401585 
756279	2.4.1.-	299239 702257 	2912 4 187773 
756420	6.2.1.3	7 14857 172 	9 10 398890 
756474	1.14.13.-	121063 75 1054 	118322 245 13 
756505		4774 	4774 
756548	2.4.1.172	61844 602 	38913 4 559 
756581	6.3.1.1	7 217 7626 	6312 9 10 
756589	2.7.6.5	7 476 	9 90813 
756628	3.6.1.-	80916 13 	63718 10 
756688	1.1.1.97	207061 286 	4 21973 233 
756696	1.2.1.3	416 8309 13 	53 1054 
756790	2.7.3.2	166976 7 	4 122973 45 
756809	1.1.1.101	60453 286 	233 198552 
756823	1.8.4.8	4 388 886 	386 
756844	1.14.11.-	164810 75 382 	21 72 226376 
756866	3.1.3.-	11160 13 	929 1213 
756926	2.7.1.182	131 136636 	756 4 289561 
756959	1.5.99.-	2546 4 31126 13 	2544 127538 282 
756980	1.1.1.267	2386 191589 	2386 228026 
757173		34984 	34984 
757228		455959 75 382 	21 152516 72 13 
757415	2.3.1.-	96048 702931 	172 702932 
757447	2.5.1.1	1042 30 	97881 10 
757622	1.5.1.30	15042 286 	78947 4 233 
757633	1.1.1.-	586873 	4 21 377544 
757635	2.7.8.15	2642 23782 	1446 533141 
757658	2.4.2.18	10 52015 	21635 7157 
757668		71 	71 
757715	2.1.1.43	47443 703101 	4 42501 16438 
757730	2.7.1.29	1077 5765 	211 4 5769 
757781	1.14.13.-	4 600240 233 75 	221143 13 286 
757880	3.5.1.31	513025 13 	849 127 
757888	2.3.1.6	3296 263 	244997 172 
757930		703218 	144110 
757959	2.7.1.121	1077 1561 	211 170 
758073		154 	154 
758089	3.5.3.11	12459 13 	26708 3005 
758093	2.2.1.6	4 170 4218 	95299 21 
758170	5.3.1.7	822 	656 
758174		245 25705 	4 184 11453 
758254	1.14.14.1	12880 233 75 	112921 13 286 
758290	3.1.1.24	37474 13 	4 314 
758325		364260 4 233 75 	703458 13 286 
758354	1.3.1.70	11249 233 	11248 286 
758370	2.5.1.-	9650 141558 	10 703479 
758460		7 6312 13 	115 6312 45 
758481	5.3.1.25	3549 	159333 
758556		4 503274 	21 703590 
758591	2.4.1.-	15832 556802 	2912 4 34061 
758619		4 20041 	4 20041 
758689	2.7.1.4	5120 	202406 20441 
758731	2.7.1.25	7 170956 	4 115736 45 
758796		489061 186 	434428 172 
758850	2.4.1.-	41894 16119 	33491 4 559 
758921		546084 13 	539 
758974	[2.3.1.86, 1.1.1.100, 2.3.1.85]	4 233 	286 
759173		1157 	1157 
759185	1.14.13.-	4 184 75 4988 	380420 245 13 
759220	2.-.-.-	108854 53790 	24002 221 
759255	1.12.99.6	2040 75 	13 
759395	1.5.3.15	75 9645 13 	43920 121 11454 
759401	4.2.1.65	6312 	4 153422 13 
759417	4.1.1.5	2592 4 	21 23048 
759595	3.1.1.53	13 	4 53 1640 25529 
759648	1.3.3.14	75 344393 	121 704275 
759706		232336 	704309 
759767		46531 4 7 233 172 	8229 9 10 13 286 
759792	2.1.1.-	66096 16436 	34914 4 16437 
759878	1.4.3.19	55 75 13 	419 4 121 217 
759885	6.3.2.10	324593 7 	115 64339 4 45 
759888	2.1.1.45	897 40965 	4 29462 21565 
760021		419 111674 	6835 55 
760067		1561 155 	170 811 
760192	3.2.1.-	2274 13 	4 2601 476 
760327	4.2.1.118	181866 	1152 13 
760408	3.6.5.1	5290 13 	115 4 476 
760435	2.4.1.130	80751 	23782 
760470	2.3.1.-	40449 415036 	704746 271 
760555	1.8.4.9	1521 4 9 3166 	474151 1015 
760645	1.14.14.-	610760 151 75 	38771 4 1816 154 13 
760699	6.4.1.-	3569 7 157007 	115 4 582722 45 
760767		3296 13 	419 172 
760792	2.4.1.80	222354 31532 	222354 559 
760830	1.1.1.353	373725 286 	96982 233 
760846	1.17.1.-	4 31 	1042 13 
760847	2.3.1.4	516 186 	172 2365 
760886	1.17.1.2	4 31 	13 30 
761031		245 13853 	4 184 236 
761081	2.7.2.1	53 7 	45 1790 
761257	2.8.1.-	129985 4 33708 	129985 620 13 
761310	1.14.13.12	4 233 75 3453 	13 1694 286 
761418	3.2.1.113	705267 13 	2741 705268 
761466		566097 	24534 
761636	1.13.11.25	75 479436 	4 699941 
761663	6.2.1.3	7 172 24013 	388261 9 10 
761669	2.3.1.15	209 336582 	172 705428 
761715	2.3.1.-	405123 172 	186 1308 
761758	2.4.1.265	180834 457103 	705499 4 16805 16806 
761831	4.1.1.-	4 5446 	21 232629 
761846		0 67123 	4 5 170069 
761868	2.4.2.22	10 	52016 266 
761907		30598 75193 	30598 75193 
761910	1.8.1.4	2386 182321 	2386 4 109801 
761933		50883 4 	50883 4 
761959		4 233 616277 	461180 286 
761969		3625 	419021 
762009	1.14.13.39	1591 54025 75 	357622 22086 1594 
762063	2.3.1.188	106279 70254 	705676 172 
762101	6.3.5.11	60675 454 7 13 	115 4 4581 342 45 
762127	1.13.-.-	4 56980 75 	56981 13 
762144	4.1.99.-	13 13230 	849 4 20633 
762291	6.2.1.1	5120 2050 53 	3296 5121 10 
762443		66299 13 	10 502856 
762597	2.3.1.-	3570 4 40053 	21 356655 172 
762619		8704 286 	264581 4 233 
762620		233 75658 75 	16996 13 286 
762741	6.3.4.5	4736 22086 7 	73381 4 9 10 
762788	[2.3.1.39, 2.3.1.86, 2.3.1.85]	5296 4 	172 
762821		151790 	706114 
762934	1.14.13.159	4 233 523004 75 	232823 13 286 
762984	2.1.1.-	0 87609 	4 5 353883 
763050		373639 75 	4 170 27 
763057	2.1.1.-	0 84511 	5 362809 
763117		7 185806 	4 210469 45 
763151	6.2.1.12	2050 5765 419788 	614171 4 10 13358 
763175	2.7.4.6	7 52840 	4576 4 45 
763223	6.2.1.3	5120 2050 4924 	5121 10 137672 
763234	4.1.1.-	4 16922 	313350 21 
763334	1.16.8.1	4 30599 154 	151 30599 
763343	1.13.12.-	504434 75 	21 371838 13 
763347	2.3.1.51	59905 793 	472 172 
763484	6.2.1.-	7 42331 172 	138465 9 10 
763563	3.2.2.2	13 9037 	2176 
763579	1.21.4.1	4 1054 31390 	245 9373 
763608	2.3.1.-	45457 186 	4 560464 172 
763674	3.1.7.6	66 13 	47193 10 
763760	1.1.1.-	52421 286 	4 498271 233 
763884	2.6.1.82	26708 382 	228295 342 13 
763951	1.14.11.1	37208 75 382 	21 72 87193 
764073	2.1.2.11	897 337 13 	67252 2728 
764123	4.2.1.17	25956 	124550 13 
764195	1.1.1.248	286 479144 	4 233 91791 
764229		16160 7 13 	16160 115 45 
764246		1640 25529 	1640 25529 
764305	2.7.6.3	5120 7056 	5121 6771 
764383	3.1.1.1	3322 13 	4 1236 4924 701013 
764395	2.7.1.81	5290 65742 	707067 4 476 
764479	3.1.3.92	61803 13 	115 276731 
764520	1.14.99.-	75 408973 	100848 98214 
764550	6.3.2.12	342 7 24681 	115 45 21565 
764676	2.5.1.106	1042 	10 2206 
764751	2.7.1.56	7 1834 	4 3625 45 
764810	2.1.1.6	0 162113 	4 5 570977 
764942	1.3.1.-	4 233 276350 	280126 286 
765042	2.1.1.67	63366 63367 687 	63367 2861 
765090	3.1.3.5	23497 13 	43426 115 
765160		707578 13 	135677 
765214		60675 454 7 13 	115 4 342 45 67260 
765225	4.1.1.9	5296 4 	3296 21 
765551		1561 301768 	170 
765710		765 	765 
765790	1.5.1.10	342 233 	64728 13 286 
765830	3.2.1.18	13 	25529 
765840	2.7.7.82	378086 131 	708003 10 
765844	4.4.1.14	687 	230192 4 4005 
765856	4.1.1.38	696 10 	115 21 1561 
765874	2.7.1.21	7 28287 	4 29462 45 
765952	2.4.1.1	115 	145 
766145	2.3.1.-	255746 172 	186 239710 
766210	4.1.1.17	15888 4 	181953 21 
766232	1.1.1.157	1308 286 	4 233 572 
766295	2.7.1.2	7 271 	460 45 
766359	2.3.1.-	849 172 	849 186 
766428	3.5.1.116	6833 4 13 	419 21 120 
766546	1.5.1.34	245 343 	127793 4 184 
766586		47679 	47679 
766715	1.1.1.9	15537 245 	4 184 11995 
766749	3.5.4.19	74147 13 	101203 
766752	4.2.1.142	4 149997 	708553 13 
766808	5.1.3.9	10498 	2365 
766921	2.1.1.152	63671 13 687 	4 53 5 105198 
767011	1.14.11.-	182165 75 382 	4 21 72 188825 
767020	1.2.1.3	3317 245 13 	91152 4 184 
767028	2.4.1.117	16805 31532 	182262 15928 
767073	2.3.1.-	23712 453083 	708765 271 
767106	3.5.4.21	4 13 191052 	120 191053 
767125	1.14.11.-	182165 75 382 	285508 4 21 72 
767300	1.1.1.262	245 9868 	4 233982 1054 
767322	2.7.1.83	7 259832 	4 179134 45 
767349	2.7.1.10	145 7 	211969 4 45 
767391	2.4.1.81	10104 602 	441180 559 
767406	2.6.1.45	419 5963 	55 647 
767422	2.4.1.-	675928 	17904 4 17903 
767467	6.2.1.3	9059 136513 7 	4 2774 9 10 
767501	3.1.3.87	86464 13 	115 21449 
767571	1.1.1.365	42152 286 	355892 4 233 
767606	1.1.1.-	245 41724 	4 17208 184 
767638	2.1.1.103	79347 47443 	4 42501 2860 
767656	1.14.13.2	4 233 75 1694 	1152 13 286 
767734		59858 	59858 
767755	5.4.99.9	17762 	358602 
767820	2.7.1.-	1426 7 	4 345378 45 
767885	2.4.1.83	20547 213516 	155477 213514 
767925	4.3.1.17	5963 	4 217 170 
767929	3.6.1.39	13 255 	2912 115 4 
767963	1.5.1.5	897 286 	233 19518 
768022	1.3.1.38	7044 4 233 	7937 286 
768029	4.3.3.-	4 372272 13 	1152 120 
768085	5.3.1.17	494744 	62195 
768086		784 1811 	784 1811 
768144		110 	110 
768161	2.7.7.38	131 135146 	172257 10 
768172	1.2.1.60	280096 245 13 	4 184 373674 
768178	1.14.21.10	4 183397 233 75 	105595 13 286 
768248	2.4.1.-	67092 602 	4 133461 559 
768283	2.5.1.-	66 521 13 	205162 10 
768350	3.2.2.1	12140 13 	3462 266 
768364		177865 	342670 
768367	2.4.1.129	13096 	464278 4 183 
768385		342 9642 	342 9642 
768462	1.1.1.79	45297 286 	647 233 
768515	3.7.1.3	2025 13 	4 7157 620 
768520	2.1.1.163	206221 687 	4 2861 206222 
768603	1.1.1.270	4 233 146060 	136563 286 
768631	5.5.1.6	66832 	31419 
768691	1.14.13.cq	4 233 75 8381 	280470 13 286 
768747	2.1.1.13	20016 24708 	2728 127 
768784	5.3.1.5	271 	78193 142773 
768839	1.1.1.302	245 140940 	4 184 103373 
768897	5.1.99.6	17832 	17833 
768984	3.2.2.-	78749 13 	4 6474 28045 
768990	3.3.2.6	172867 13 	676238 
769117	6.3.3.3	21 7 127597 	115 4 239785 45 
769163	2.4.1.117	23782 602 31532 	182262 559 
769338	1.1.1.-	673767 286 	51890 4 233 
769350	1.1.1.237	245 184345 106668 	4 3255 184 
769363	2.1.1.41	0 122508 	4 5 149543 
769379	1.17.1.4	2176 245 13 	4 266 1054 
769383	2.5.1.17	7 52783 	14996 741 
769401	4.1.1.-	4 285426 	21 308226 
769413	1.1.1.263	49047 286 	4 233 16703 
769429	4.2.3.49	66 13 	568154 10 
769431	1.14.-.-	4 184 75 197855 	442374 245 13 
769583	2.7.4.24	56082 7 	121826 45 
769618	5.1.3.2	31532 	17762 
769626	1.14.13.100	4 233 75 145309 	710306 13 286 
769796	3.2.1.-	255254 13 	91985 545600 
769847	2.1.1.45	897 40965 	29462 21565 
770219	1.1.1.176	26151 286 	4 233 196664 
770307		184345 106668 	55958 13 
770324	2.1.1.49	37746 16436 	710714 16437 
770591	1.11.1.7	121 132302 	13 
770648	2.7.1.7	7 	4 3194 45 
770662	4.2.1.17	173460 	20885 13 
770688	2.7.7.-	5765 	10 
770728		11104 1561 	154491 170 
770905		42625 13 	9826 4 1803 
770998	1.14.13.-	4 233 75 9901 	1816 13 16718 286 
771000	2.7.4.24	56082 7 	290820 45 
771042	4.3.1.12	212 	120 14300 
771044		106528 4 	21 60815 
771089		478723 4 	19 21 
771109	2.5.1.-	66 40003 13 	205162 10 
771126	1.14.13.144	364260 4 233 75 	230774 13 286 
771182	3.6.3.39	7 15416 13 	115 4 15416 45 
771183		67713 4810 	135689 172 
771237	2.3.1.15	209 1709 	8356 172 
771245	3.5.4.28	13 2861 	4 217 436749 
771319	4.2.1.2	5924 	9883 13 
771362	1.14.13.-	4 233 75 154558 	13 711332 286 
771484	6.2.1.3	7 711410 172 	9 10 9711 
771629	4.1.3.38	165978 	9650 4 170 
771681	2.8.3.16	77424 28926 	849 77423 
771844		849 4 	21 2040 
771845	3.5.1.10	13 543 	849 4 2728 
771851		245 35720 	4 35069 1054 
771869	5.3.3.-	102493 	5907 
771872		245 55 23647 	4 21 217 53277 1054 
771924	1.3.1.6	2386 72 	2386 85 
771958	2.5.1.49	3516 54830 	53 20015 
772131	5.1.1.7	190080 	190080 
772219	1.14.18.1	97751 201337 75 	215398 97751 13 
772222	2.3.1.210	282353 186 	4 398623 172 
772247		254886 7 	239571 4 45 
772271	5.1.3.13	5214 	83325 
772527	5.3.99.-	460468 	711957 
772538	1.1.1.1	245 263 	640 4 1054 
772569		217 13 	13904 120 
772633	1.3.1.71	7298 233 	7297 286 
772737	1.14.11.-	164810 75 382 	21 268497 72 
772776	5.3.3.6	408594 	712103 
772796		159455 13 	159456 1781 
772817	1.1.3.-	75 144348 	4 121 211132 
772869	6.1.1.1	4 7 122 	9 10 
772976	1.14.99.-	85687 75 	13 127295 78750 
773046	5.3.3.6	59799 	712103 
773060	4.1.99.2	122 13 	120 170 6634 
773078		204082 233 75 	24533 13 286 
773146		692969 13 	4 10 661030 
773233		394908 13 	290 4 170 
773514	1.1.1.145	245 13853 	4 18328 184 
773606	6.2.1.-	9650 7 172 	115 191231 45 
773641	1.14.13.101	4 233 75 712582 	712583 13 286 
773663	3.1.3.56	1788 13 	8178 115 
773710	2.2.1.6	4 170 	21 203717 
773714	2.7.8.38	326 54423 	4 221 684196 
773740	6.1.1.9	4 7 6575 	9 10 
773806	2.7.6.5	7 5290 	9 30345 
773897	2.7.4.6	7 78891 	40402 45 
774037	[2.6.1.6, 2.6.1.42]	176 382 	19 342 
774101	2.5.1.74	151024 4 125099 	320 21 10 
774109		1892 286 	4 233 382940 
774149	4.3.3.4	42821 26474 	13 712884 
