rxnid	ecnum	substrates	products
774230	2.7.9.2	7 170 13 	115 4 1561 9 
774291	2.4.1.182	145793 17157 	4 53789 559 
774325	2.4.1.129	106548 	106548 183 
774405	5.1.3.9	4162 	2365 
774511	2.1.1.195	16436 200630 	305649 16437 
774543	2.7.1.159	39538 7 	39537 4 45 
774559		439698 4 687 	16346 126 127 713125 
774596	5.2.1.10	161962 	161962 
774609	3.1.2.26	26150 13 	4 26152 172 
774686	1.1.1.161	245 360584 	221682 4 1054 
774717	2.3.1.-	4 620 	13 
774966		880 2649 	882 69942 
775063	3.4.16.4	210559 13 	62465 350609 1261 
775078	3.13.1.4	366926 13 	4 886 249 
775139	2.7.1.-	289517 5290 	4 476 221 
775193		1561 1388 	170 
775242	4.2.1.122	326 38859 	6020 13 
775262	2.7.7.37	104768 4 559 	115 474985 
775267	3.5.4.2	282 13 	2176 217 
775391	2.4.1.67	5764 91320 	16160 27007 
775488	2.3.1.9	3296 	172 572 
775550		416 	20125 
775605	3.2.1.26	13 1854 	142773 460 
775607	1.14.13.-	175588 75 286 	4 233 13 713765 
775634	2.7.4.7	36065 7 	41799 45 
775640	2.6.1.39	8728 382 	75665 342 
775888	1.14.13.154	4 233 75 165535 	13 567413 286 
775964		76562 13 	556761 
775973	2.3.2.16	395899 	4 713987 
776026	2.7.4.14	7 221 	756 45 
776132	1.4.3.4	109835 75 13 	43920 217 121 
776189	1.14.19.1	4 75 593270 	398890 13 
776364	4.2.1.75	7199 	7200 13 
776463	2.7.1.36	7090 7 	4 271438 45 
776634	5.4.2.3	2641 	2365 
776687	2.5.1.48	4 72 217 4218 	2049 13 
776713	3.6.1.56	13 495624 	594955 4 10 
776752	3.3.2.6	352934 13 	190102 
776768	1.14.14.1	20128 4 233 75 	13 286 664101 
776809	2.7.1.90	16020 10 	115 4 3625 
776828	3.4.23.39	13 	714480 
776951	1.5.1.27	286 91790 	232962 4 233 
777240	2.7.7.-	129985 4 5765 	10 278842 
777266	1.13.11.5	3202 75 	116930 
777280	4.3.1.7	617 	416 4 217 
777357	1.7.2.1	10050 13 	4 27 
777383	1.5.1.7	245 64728 13 	4 8 184 382 
777536	2.4.1.263	45303 602 	45302 559 
777633		43520 	43520 
777693		7 27256 13 	115 27256 45 
777700		454 64283 	9650 4 342 170 
777769	1.14.14.1	20128 4 233 75 	13 171756 286 
777818	1.14.19.an	4 162106 75 	159162 13 
777925	2.4.1.-	126553 31532 	76515 126554 
777930	1.14.14.1	20128 4 233 75 	285391 13 286 
777934	2.4.1.-	147482 602 	4 500826 559 
778013	3.1.2.20	186361 13 	89216 2050 4 
778030		4 23048 	4 23048 
778074	1.1.1.35	245 520475 	4 184 77789 
778082	3.1.2.1	3296 13 	4 53 172 
778150	1.7.1.6	11782 131796 286 	4 715276 233 
778192	2.3.1.16	248739 172 	248740 186 
778212	1.1.1.21	95535 286 	4 233 2638 
778229	2.1.1.28	30704 42310 	42311 157085 
778324	6.3.2.13	20436 7 3404 	115 4 41292 45 
778381	4.2.3.42	66299 13 	715404 10 
778388	3.6.3.-	38933 7 13 	115 4 38933 45 
778407	1.4.3.19	44899 75 13 	419 121 16718 
778413	1.5.1.3	2728 286 	4 233 21565 
778427	2.3.1.-	116086 70254 	702931 172 
778475	2.7.7.9	145 4 1804 	602 10 
778495	1.14.11.21	75 240175 382 	21 72 120221 13 
778576	5.2.1.13	42081 	5247 
778609	4.1.2.13	1834 	211 29752 
778646	2.4.1.117	23782 31532 	182262 559 
778687	3.1.1.56	205508 13 	3553 4 53 
778755	3.6.1.31	74146 13 	74147 10 
778769	2.5.1.30	1042 5951 	10 297002 
778851	1.1.1.219	526687 286 	4 233 50412 
778868		150163 7 	282 648614 
778892	1.1.1.27	290 245 	184 170 
778905		369196 57625 	715695 172 
778908	4.1.1.33	7 246763 	1042 115 21 45 
778973	2.7.1.33	72631 7 	89875 45 
778993	2.1.1.254	0 567413 	4 5 4599 
779005	3.3.2.-	383876 	249177 13 
779077	6.1.1.11	53138 5765 	10 13358 
779097	4.2.1.92	196137 	56948 13 
779174		145 	3248 
779178	2.1.1.-	0 377378 	563833 4 5 
779193	4.1.1.28	4 22446 	21 22447 
779251	6.1.1.4	176 4 7 	9 10 
779345	3.2.1.1	8016 13 	3092 155 
779386	6.3.2.14	13137 326 7 	4 9 10 105324 
779450	1.5.1.10	64728 13 286 	4 342 8727 233 
779500	2.7.7.77	4 44552 5290 	10 523836 
779540		4 184346 233 75 	362460 13 286 
779595		7 25 13 	115 25 45 
779656	6.2.1.30	2050 51 5765 	4 10 13358 49199 
779681	1.14.13.70	4 233 75 48767 	849 211496 286 
779688	3.1.3.5	9826 13 	115 31161 
779689	5.4.2.2	145 	460 
779868	6.3.1.13	454723 7 20248 	4 133286 9 10 
780036	2.5.1.19	1561 122122 	115 318513 
780267	3.1.3.74	6433 13 	115 41081 
780296	1.2.1.3	245 26473 13 	64608 4 1054 
780462		421516 2203 	421516 2203 
780603		27936 	6387 
780609		548 7 13 	115 548 45 
780637	2.3.1.176	199014 172 	249 280314 
780650		27936 	1240 
780691	1.17.4.-	559 	30160 13 
780711	2.7.1.1	7 	2001 4 45 
780766	2.7.1.15	7 	4 6474 45 
780773	2.5.1.16	26708 18494 	4005 25705 
780774		4 184346 233 75 	1819 13 286 
780788	3.8.1.5	102485 13 	2016 765 
780796	2.1.1.46	0 57059 	86195 4 5 
780852	2.1.1.-	0 716820 	4 5 473487 
780865	5.5.1.1	128994 	128993 4 
780881	6.1.1.12	5765 33848 	10 13358 
780895		906 2638 	50883 
780897	2.7.1.15	7 409486 	4 15829 45 
780904		191166 716854 	191301 
780911	2.4.2.4	115 28287 	28288 5512 
780955	6.1.1.21	5765 420201 	10 13358 
781087	4.2.1.5	449827 	115450 13 
781169		176 	176 
781198	6.3.1.11	26708 342 7 	203600 115 4 45 
781207	1.1.1.8	8309 27671 	211 4 1054 
781217	2.7.1.73	5120 343669 	133376 20441 
781224	3.6.1.22	245 13 	4 9 2621 
781238	1.14.13.-	4 717042 233 75 	301557 13 286 
781358	2.4.1.260	228886 228884 405691 	4 16805 16806 369311 
781381	2.4.2.14	342 63048 10 	21635 454 13 
781386	3.1.1.14	7321 13 	136636 
781396	3.1.1.53	570316 13 	4 53 1640 25529 
781522	1.1.1.193	233 103374 	260671 286 
781554	2.3.1.115	3570 441180 	172 456426 
781666		534718 75 13 	4 886 1015 
781704	2.7.1.49	36064 7 	36065 4 45 
781706	6.3.2.3	37924 5765 55 	115 5769 1770 
781723	3.5.4.9	13 19518 	4 543 
781746	4.1.1.-	4 5446 	21 82093 
781757	3.1.2.29	13 145773 	4 6507 172 
781778		717353 13 	197871 2365 
781779	6.3.4.1	63718 7 217 	9826 4 9 10 
781803	2.4.1.90	823 525 	20258 4 559 
781917	6.2.1.5	7 72 172 	115 70 45 
781927		4 288862 75 	21 717430 13 
781943		1811 6575 	1811 6575 
782069		9809 7 13 	9809 115 4 45 
782075		58713 1194 	4 24708 72 
782239		13 19518 	4 14351 
782258	2.7.7.65	5290 	146090 10 
782261	1.1.1.-	245 450812 13 	249328 4 21 184 
782307	2.7.1.39	1157 7 	177918 45 
782368	1.8.1.4	245 	4 184 
782394	4.2.1.51	60931 	339 21 13 
782458		13 568902 	64601 
782519	2.6.1.36	8 382 	342 8727 
782566	2.1.1.-	0 717764 	327269 5 
782610	2.4.1.-	244630 602 	4 471834 559 
782621	2.3.2.-	227552 	115 4 203102 
782720	2.4.1.35	602 51068 	82561 4 559 
782892	2.4.1.-	147482 602 	4 396528 559 
782933	1.1.3.5	2601 75 	121 143997 
782951	1.14.17.1	4 1656 26474 75 	104084 1657 13 
783083	1.11.1.14	121 37130 	37129 13 
783110		13 271530 	213041 115 
783121	6.3.4.20	7 120 274074 	6962 115 4 45 13 
783134		208105 	765 412216 
783166	6.3.2.-	298806 7 44927 	4 309873 9 10 
783241	6.2.1.28	7 172 660391 	9 650880 10 
783279	6.2.1.3	668827 7 172 	129446 9 10 
783288	2.3.1.-	347287 	1388 
783308	1.14.13.-	4 233 75 185500 	13 133087 286 
783319	1.14.13.-	264215 4 233 75 	13 225502 286 
783360		2050 8309 55959 13 	3296 701552 1054 
783405	2.7.8.35	2642 106430 	1446 221341 
783412	2.5.1.17	7 52783 	14996 741 
783413	1.1.1.-	460842 	4 21 359720 
783424	2.4.1.253	629726 557 	4 629727 559 
783450	2.8.2.1	386 125988 	4 125989 388 
783453	6.6.1.2	30597 30598 7 13 	115 4 30599 45 
783494	2.3.1.-	0 3570 4 233 186 	21 5 465520 172 13 286 
783533		718286 7 	718287 45 
783563	6.3.4.13	5120 55 192733 	115 20441 23645 
783742	1.4.3.4	109835 75 13 	43920 4 121 217 
783786	3.1.2.4	13 241340 	46531 4 172 
783794	3.1.3.5	9826 13 	9825 115 
783833	3.2.2.1	105058 13 	47392 266 
783935	1.1.1.140	14596 245 	16020 184 
783974		2386 4 474241 75 	154163 2386 13 
784104	2.1.1.141	0 92929 	5 141572 
784218	2.4.1.-	602 678711 	4 597779 559 
784243	1.1.1.-	245 718720 	341126 4 184 
784288	6.3.-.-	10837 342 7 	4 718739 9 10 
784307	1.1.1.37	5924 245 	4 696 1054 
784320	2.6.1.57	339 72884 	58747 382 
784343	2.7.7.-	4 7 	10 12251 
784344		361831 4 	31347 
784361	1.5.3.12	4 338899 75 	338900 121 
784378	2.1.1.-	0 213294 	75490 5 
784396	4.2.1.-	44746 	24498 13 
784452	3.6.3.39	7 15416 13 	115 4 15416 45 
784501	3.2.1.159	448 13 	72783 527 
784503	1.1.1.200	467 286 	273 4 233 
784510	1.2.1.25	337 2050 8309 	4 20884 21 1054 
784573	1.3.3.6	9588 75 	9589 121 
784707	3.6.1.40	30345 13 	115 4 90813 
784722	6.3.4.16	21 7 217 13 	115 4 8969 45 
784772	6.3.4.13	55 7 192733 	115 4 23645 45 
784792	5.4.99.ay	350894 	107526 
784795		238907 	75658 
784826	1.13.12.2	8 75 	126580 21 13 
784870	1.5.4.1	46097 13 3166 	1015 16475 
784973	1.14.13.70	322855 4 233 75 	104807 13 286 
784986	4.2.1.107	290711 13 	199013 
785033	6.2.1.5	7 72 172 	115 45 2047 
785057	2.4.1.220	48600 602 	298149 4 559 
785086	1.3.1.-	226090 286 	4 233 530599 
785097	4.1.1.71	4 382 	21 135 
785152		4 267736 	4 267736 
785255		41894 286 	4 233 380876 
785276	1.5.1.30	15042 286 	4 233 13566 
785290	3.1.3.10	3248 13 	115 
785357	1.3.8.-	38019 	56878 
785371	4.2.1.-	1308 	583 13 
785378	3.3.2.-	673 13 	645 2601 
785384	2.3.1.129	2642 	40996 
785441	3.3.1.1	42501 13 	59569 93341 
785531	2.7.8.7	172 	388 
785544	2.4.1.259	80751 451129 	345862 4 23782 
785573	2.1.1.107	16611 687 	42501 58860 
785639	2.1.1.13	93341 73166 	47442 76029 
785647		1811 4 55 	1811 4 55 
785666	1.8.5.1	5057 34923 	182034 239633 4 
785678	1.3.99.12	1025 2533 	137172 1175 
785742	3.1.3.1	929 13 	115 1213 
785796	2.4.2.3	115 28827 	325 31162 
785833	5.3.3.4	128994 	37474 
785834	2.7.1.26	5120 1173 	105317 20441 
785928		158878 	138465 4 261157 
786071	2.7.1.36	7 5401 	4 271438 45 
786099	3.1.4.14	13 	20995 
786102	3.1.2.12	719779 13 	849 1770 
786109		289718 	196378 765 
786138	1.1.1.169	286 67742 	67252 233 
786153	3.2.1.-	50523 13 	100 
786267		442725 718287 	214930 10 
786336		242057 75 	271905 121 
786343	1.15.1.1	4 31656 	121 75 
786423	4.2.1.104	3569 4 80532 	21 3006 
786526	1.1.1.35	245 130409 	4 184 522381 
786534	5.4.3.2	5444 	170643 
786596	1.1.1.1	4 96523 1054 	245 48535 
786627	2.3.1.199	3570 4 39910 	359840 21 172 
786638	1.14.13.129	4 184 75 4988 	245 136606 13 
786646	3.6.1.65	131 13 	4 10 221 
786653	6.6.1.2	30597 30598 7 13 	115 4 4581 45 
786717	2.3.1.-	172 49165 	3370 186 
786750	2.7.1.25	5120 58028 	115736 20441 
786813	5.4.2.6	27006 	460 
786819	1.1.3.15	417 75 	419 121 
786896	4.1.1.39	1392 4 	21 13 140541 
786917		4 13453 	4 13453 
786938		5444 	5444 
786944	1.3.1.1	245 23724 	4 325 1054 
786977	2.3.1.157	3296 5892 	2641 4 172 
786990		75 703590 13 	120 571408 121 
786999	2.1.1.132	0 107991 	188707 4 5 21 
787076		4 9685 184 	245 4517 13 
787101	2.5.1.48	2049 20248 	4 24709 72 
787150	6.3.4.16	5120 21 217 13 	115 8969 20441 
787155	1.3.8.4	2546 4 3368 	2544 3370 
787158	4.2.1.17	20885 13 	321862 
787214	2.7.8.15	2642 17874 	207974 1446 
787352		4 201893 233 75 	204082 13 286 
787372	1.2.1.39	67712 2386 13 	2386 51 4 
787385	6.1.1.16	5765 25599 	10 13358 
787465	2.8.1.9	4 20248 44552 	44552 620 13 
787525		765 	765 
787575		166976 1811 	166976 1811 
787592	3.5.4.15	31161 13 	105058 217 
787598	1.1.1.M2	245 49047 	4 184 16703 
787602		13 338136 	447175 271 
787669	4.2.1.51	60931 	339 21 13 
787676	3.1.3.69	13 350603 	322469 115 
787699	6.3.5.3	454 7 13 23646 	115 4 342 37820 45 
787712	1.5.1.30	15042 286 	4 1173 233 
787758		7 20248 13 	115 4 20248 45 
787766		115 4 	115 4 
788025	6.3.2.-	26518 7 467470 	115 4 41292 45 
788090		177975 245 	109651 4 1054 
788110	2.1.1.258	896 	134419 
788145	1.13.11.3	1152 75 	128807 
788176	3.2.1.20	6801 13 	100 155 
788310	2.3.3.1	3296 696 13 	31712 2050 
788312	1.5.1.12	245 81148 13 	30116 4 1054 
788352	3.6.1.64	13 68428 	115 4 8366 
788464		412775 	652336 
788530	2.4.2.-	17603 9092 	4 559 203340 
788557		148 274994 	4 27256 9 
788575	1.14.13.-	244002 75 1054 	93393 245 13 
788630		186 42395 	1694 
788649	1.2.1.-	2050 8309 170 	3296 21 1054 
788654	2.7.7.75	129985 4 7 	411990 10 
788676		7 13 	115 45 
788793		160 1561 	160 170 
788918	1.2.1.3	245 3867 13 	184 3868 
789012	2.4.2.11	67222 10 	21635 4 28045 
789118	3.2.1.20	155 13 	100 
789126	1.14.13.-	663598 4 233 75 	233636 13 286 
789240	1.1.1.-	245 721526 	4 184 267691 
789372		91744 4 233 75 	201893 13 286 
789417	3.1.1.87	312466 13 	250481 4 312467 
789481	2.1.1.234	0 100609 	4 5 15832 
789523	4.1.3.39	184530 	416 170 
789527	1.2.1.11	115 1158 286 	4 233 50617 
789576	2.3.2.-	150882 	177 560445 
789605	2.1.1.267	0 72510 	4 5 368331 
789622	1.8.1.7	1770 1594 	4 1591 48333 
789642	2.7.8.23	4 126141 	21 126142 
789710	2.5.1.29	66 30 	66299 10 
789751		208 13 	6801 271 
789756	1.1.1.42	5587 286 	233 83018 
789765	5.3.3.5	22365 	168192 
789773	3.1.3.7	115738 13 	115 13358 
789986	6.1.1.10	7 127 	9 10 
789998	1.3.1.20	153797 286 	1010 4 233 
790016		434355 	312782 
790072	4.2.1.7	421516 	13 142 
790159	1.1.1.144	138864 689662 245 	4 184 214026 
790174	2.4.2.-	74833 454 	74835 74834 4 342 
790214	1.4.9.1	13 16718 	4 120 1816 
790285	2.3.1.178	727 186 	4 65191 172 
790418	3.1.1.94	96982 13 	4 53 96983 
790487	2.4.1.25	6801 155 	208 271 
790492	2.8.1.-	25599 	19866 
790554	1.1.1.255	245 93 	4 1054 
790646		13 21582 	120 382 
790653	3.5.1.54	4 46677 13 	21 217 
790670	6.3.5.10	738 454 7 13 	115 4 114980 342 45 
790706	3.1.1.14	7321 13 	136636 5902 
790768		291138 13 	68865 115 
790782	2.4.1.187	722427 82895 	314645 4 559 
790859	2.3.1.-	387415 186 	685549 172 
790947	2.5.1.95	489061 1561 	115 347577 
790952	2.4.1.-	722510 142087 	722511 4 16805 
790977		21605 245 	4 202109 1054 
791048		446870 	784 182030 
791078	1.14.16.4	8466 6020 75 	22882 267915 
791096	1.14.13.-	145445 233 75 	240559 13 286 
791138	1.1.1.1	245 390125 	4 213813 184 
791152	5.1.3.2	602 31532 	17762 
791163		18170 	18170 
791167	4.2.1.93	7 391019 	115 4 233 45 
791215		291138 13 	199411 115 
791309	4.2.1.119	722698 13 	412674 
791314	2.3.1.79	3296 736 155 	172 245868 
791315	2.3.1.198	209 636685 	722702 172 
791429	1.2.1.66	245 722766 	722767 1054 
791430	5.4.4.-	550510 	554840 
791471	2.1.1.-	0 271754 	40449 4 5 
791506	3.1.3.25	8179 13 	16160 115 
791508	2.1.1.76	0 20978 	4 5 84511 
791543	4.4.1.1	149777 13 	217 170 1194 
791581	6.1.1.7	4 7 620 	9 10 
791633	2.1.2.10	23647 	217 53277 
791644	5.1.3.12	557 	384266 
791690		209 7 13 	209 115 45 
791776	2.5.1.66	563 932 	278597 115 4 
791815		1811 1626 	1811 1626 
791827		4 233 433132 	115 130831 286 
792037	6.5.1.-	7 	9 10 
792082	4.6.1.1	7 	34215 10 
792170	2.7.1.82	7 617 	11506 45 
792180	1.1.1.86	52699 286 	2592 233 
792186	3.5.4.19	74147 13 	101203 
792194	5.3.1.25	3549 	159333 
792197	1.5.99.-	2546 4 13 39997 	2544 282 41643 
792214	1.14.13.-	4 233 75 82093 	36560 13 286 
792242	1.1.1.-	245 198349 	4 18504 184 
792436	3.5.5.7	156007 13 	4 4518 217 
792448	1.13.11.33	75 29387 	18202 
792482	2.3.3.10	3296 572 13 	2050 52861 
792487	[3.1.3.72, 3.1.3.62]	56081 13 	115 245577 
792541		360064 	532877 
792543		6020 233 75 	477779 13 286 
792565		723442 13 	4 723443 
792573	2.1.1.42	0 20978 	4 5 149069 
792680	6.3.2.27	31712 7 202222 13 	212657 115 4 45 
792719	1.13.11.34	75 29387 	172867 13 
792832	2.5.1.17	7 52783 	14996 741 
792940	1.3.-.-	4 233 96319 	226090 286 
792976	6.3.1.d	11782 342 7 	115 45 58974 
793010	3.2.1.21	194471 13 	114970 271 
793123		7 8 133758 	115 4 121652 45 
793230	1.1.1.61	6033 245 	4 135 184 
793333		4 234981 271 	220900 13 
793382		4 80909 	4 80909 
793396	2.6.1.45	419 326 	55 647 
793397	2.4.1.-	147482 602 	4 723948 559 
793500	1.1.1.237	8309 184345 106668 	4 3255 1054 
793519		4 108327 1804 	97979 10 
793523		4 17126 	4 17126 
793557	1.3.3.6	2774 75 	241648 121 
793566		1561 2764 	170 2765 
793569	2.6.1.39	8728 382 	75665 342 
793602	2.4.1.25	3092 	6801 
793823	1.13.11.20	75 25599 	4 596831 
793874	1.17.1.4	245 266 13 	4 267 1054 
793881	2.4.2.34	203330 98840 	724216 4 559 
793999	2.5.1.80	1042 6020 	128919 10 
794003	1.13.11.11	6020 75 	41512 
794081	4.2.3.40	66 	39816 10 
794102	4.1.3.38	96778 	9650 4 170 
794269		7 25 13 	115 25 45 
794362	1.16.1.-	184 21070 	4 245 106251 
794419	4.1.99.-	179981 	849 114774 
794491	2.1.1.-	0 724551 	724552 4 5 
794504	3.2.1.86	13 	23204 40 
794665	2.1.3.3	212 8969 	115 4 22086 
794669	4.1.1.15	4 342 	21 9642 
794688	3.1.1.15	907 13 	4 241108 
794771		656 	1832 
794814	2.7.1.5	7 	4 348652 45 
794828	3.5.1.78	55800 13 	1015 25705 
794842	1.13.11.38	209641 75 	4 724769 
794868	2.1.3.3	74198 8969 	115 51401 
794915		5290 	5290 
794969	3.5.2.5	154979 13 	15725 
795008	2.3.1.137	22834 2774 	449885 172 
795097		17101 	50883 50884 
795104	2.6.1.13	79168 382 	1728 342 
795140	3.1.4.37	258900 13 	4 242245 
795241	1.1.1.23	2386 21605 	2386 4 202109 
795301	3.1.2.2	5723 13 	4 172 24013 
795400	3.6.1.28	13 616212 	115 4 1069 
795523	3.2.1.139	37680 13 	944 97 4 9239 
795551		13 689604 	725227 342 
795604	3.5.1.9	200929 13 	849 4 2025 
795657	2.3.1.-	3570 4 8383 	21 83480 172 
795762	1.1.1.283	286 623 	4 17801 233 
795775	1.1.3.16	552332 75 	121 725350 
795808	1.12.98.3	35828 2040 	35830 
795831	4.1.1.11	33848 	21 3868 
795886		4 75 82093 	36560 13 
795920	1.14.12.11	4 34984 184 75 	245 57478 
795924	2.1.1.-	0 132177 	5 460703 
795928	2.1.1.-	0 725428 	5 126966 
795958	2.3.1.65	240198 55 	4 678944 172 
795998	1.2.1.24	245 135 13 	4 72 1054 
796005	2.5.1.31	141558 30 	10 79373 
796034	1.3.8.9	2464 4 	484235 
796045		4 2205 	4 2205 
796056	1.3.1.12	2386 60931 	2386 21 3255 
796061	2.3.1.-	0 3570 4 233 186 	725499 21 5 172 13 286 
796067	4.1.2.50	84013 13 	416 14996 4 33759 
796114	2.7.1.35	5765 41081 	6433 4 5769 
796152	2.4.1.264	276463 557 	4 564626 559 
796243	3.2.2.-	496 13 	42469 294707 
796330	2.6.1.71	8 170 	8727 620 
796341	2.3.1.180	186 	21 172 
796401	6.1.1.1	5765 286892 	10 13358 
796471	6.1.1.22	5765 158702 	10 13358 
796553		216820 	216820 
796566		148858 	148858 
796593	2.4.2.10	89396 10 	52016 331 
796615		375451 	42857 
796663	3.1.2.2	40053 13 	4 18133 172 
796678	3.2.1.3	53905 13 	53905 271 
796710	2.8.2.14	3718 115736 	4 388 3719 
796749	1.14.13.-	4 233 148520 75 	176091 13 286 
796754	2.6.1.105	8 1418 	8727 127597 
796782		101563 	725885 
796800	2.4.1.129	98312 725894 	183 725894 
796833	1.7.1.1	245 27 13 	4 25 1054 
796868	5.1.3.14	2642 	62814 
797054	4.3.1.28	8 	49012 120 
797064	2.4.1.-	726027 602 	480390 4 559 
797096		529651 	726051 
797108	4.1.2.4	69034 	12096 416 
797113	3.6.3.20	209 7 13 	209 115 45 
797116		59221 	4 726067 172 
797188	2.6.1.46	342 1158 	727 382 
797203	5.3.3.1	17521 	925 
797229		4 21070 	4 21070 
797252	2.1.1.-	0 9352 	5 726158 
797281	3.2.2.14	23497 13 	16098 4 6474 
797289		752 17126 	752 17126 
797365	1.14.15.-	229814 75 	311407 13 
797394	2.4.-.-	11280 64854 	64853 45 
797398		1811 726 	1811 726 
797410	1.14.11.9	62625 75 382 	434374 21 72 
797440		1657 233 	203 286 
797447	1.14.13.24	18850 4 184 75 	245 13 29613 
797479	2.4.1.142	209412 4345 	4 231705 476 
797506		736 7 155 13 	736 115 155 45 
797529	6.2.1.4	73490 5290 172 	441655 115 476 
797544		4 446288 	4 446288 
797613		288183 13 	4 1053 3453 
797666	1.14.13.-	726379 4 233 75 	717042 13 286 
797697		477780 4 	89474 21 13 
797708		8259 115 	28288 1028 325 
797729	4.2.1.66	848 	7092 13 
797863	2.5.1.55	1561 23498 13 	115 166856 
797875		4 1995 	4 1995 
797956		4 199689 	623917 
798049	2.4.2.8	21635 191 	9826 10 
798050	1.1.1.27	2386 17126 	2386 4 170 
798109	1.3.1.3	159768 286 	52724 4 233 
798129	2.3.1.174	3296 2047 	129883 172 
798177	4.3.1.17	157828 	4 217 170 
798180	3.6.1.-	333760 13 	4 10 638597 
798218	1.7.1.6	4 184 136538 	7157 245 131796 
798271	4.1.2.-	76758 122797 	416 55 
798274		932 217 6474 	6433 115 13 
798288	1.14.11.-	75 382 389754 	21 315218 72 
798333	1.9.3.1	4 75 	4 13 
798401	3.5.1.90	738 13 	114981 741 
798480		117298 	412228 
798493	1.1.1.1	416 1054 	245 1213 
798503	2.2.1.1	23498 6474 3663 	12096 159942 
798518		144376 13 	452 
798564		1657 	1657 
798708		443452 	71652 
798709	2.2.1.12	196387 4 170 	726975 21 
798779		101705 	471474 
798873		1811 72631 	1811 72631 
798891	5.4.2.11	3672 	1392 
798999		86981 	557442 
799059	1.4.3.4	75 13 157085 	121 32285 16718 
799108	3.1.1.7	244997 13 	4 53 263 
799317		4 460 	4 460 
799402	1.4.1.18	245 8 	103600 4 120 184 
799445		1152 75 	4 163678 
799473	1.1.1.86	95299 4 233 	19707 286 
799604	5.1.3.-	623242 	374133 
799752	2.4.1.8	736 115 155 	27006 271 
799903	4.3.1.17	326 	120 170 
799941		326 286 	135250 4 233 
799955	2.4.1.173	381239 602 	4 518867 559 
800042	1.1.1.23	2386 13 202109 	32897 2386 
800145	1.14.13.-	4 233 75 3453 	513558 286 
800243	6.2.1.32	7157 7 172 	38003 9 10 
800244	4.1.1.31	115 696 	21 1561 13 
800284	3.2.1.184	158114 13 	4 487499 559 
800297	3.5.1.20	4 22086 13 	212 21 217 
800452	2.7.1.48	7 28827 	1446 45 
800495	3.2.2.6	245 13 	16098 4 43326 
800625	1.6.5.6	2515 233 	2516 286 
800632	3.2.1.1	13 	6801 
800715	6.2.1.26	159984 2050 5765 	228577 4 10 13358 
800730	1.1.1.-	149227 286 	4 324077 233 
800755	5.1.1.3	5767 	5767 
800857	1.2.1.-	245 728195 13 	4 184 266296 
801135	3.1.1.-	203329 13 	4 1275 271 
801153	2.1.2.4	55 27419 	896 27420 
801215		10837 	10837 
801244	1.1.99.5	209 2546 	211 1175 
801255	4.4.1.1	1157 	217 4218 
801273	3.1.3.25	3120 13 	16160 115 
801328		518486 13 	37488 115 4 
801339	2.4.2.1	115 106505 	2176 1028 
801376	2.5.1.72	211 22223 	115 67223 13 
801423		148858 765 	148858 765 
801460	3.1.4.46	162746 13 	209 4 617 
801486	6.1.1.19	5120 54025 	5121 10 
801580	2.1.1.252	4 184500 	2073 
801623		21070 	21070 
801670	2.5.1.-	1042 179567 	4 10 505740 
801791	3.2.1.20	289 13 	432 100 
801864	6.3.2.12	342 7 24681 	115 4 45 21565 
801891	1.3.3.4	641 75 	121 94221 
801920		4 1995 	4 1995 
801954	1.1.1.-	245 27177 	4 184 382 
802004		405558 120 	77483 13 
802056	3.4.19.9	13 	342 
802161	4.2.1.-	649962 	389424 13 
802185	1.2.1.70	119587 2386 	2386 
802186		7 1770 13 	115 1770 45 
802190	2.1.1.M1	0 203103 	4 5 728998 
802219	1.1.1.12	245 95535 	4 227526 1054 
802385	2.8.1.6	145438 	52992 4 
802566	5.1.3.7	105521 	65464 
802676	1.14.11.-	4 233 75 420296 	390806 13 286 
802735	1.14.11.9	31419 75 382 	30629 21 72 
802761	2.4.1.129	169266 106548 325107 	169266 183 325107 
802887	2.5.1.39	79373 1694 	271937 10 
802934		7 168121 13 	115 168121 45 
802951		29752 	29752 
803143	3.6.1.34	4 5765 13 	115 4 5769 
803284	4.1.2.25	37488 	7056 35069 
803315	2.5.1.54	142882 1561 13 	115 175733 
803422	1.1.1.86	64274 286 	424678 4 233 
803447		13137 726 60815 	200248 13 
803490		271905 13 	206390 
803537	2.4.1.120	151672 602 	73602 559 
803546	1.14.15.1	75 23741 	41744 13 
803701	1.14.13.-	33730 4 233 75 	729855 13 286 
803708	2.4.1.87	20258 525 	643193 4 559 
803795	1.5.3.14	35626 75 13 	121 415994 11454 
803796	6.4.1.1	3569 7 170 	115 696 45 
803843	2.1.1.143	75537 687 	4 201402 2861 
803960	3.1.3.10	145 13 	115 
804035	2.7.2.15	7 19755 	154294 45 
804079	3.1.2.2	13 593270 	4 16379 172 
